,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
250,9864,38.0,4.9,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,38,20002.520251316964
251,17832,29.0,4.7,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,14,20002.520251316964
252,30972,28.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.520251316964
253,27193,21.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,24,20002.520251316964
254,30355,22.0,5.0,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.520251316964
255,15136,20.0,4.6,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,14,20002.520251316964
256,36214,30.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.520251316964
257,29852,38.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,47,20002.520251316964
258,1045,26.0,4.8,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,38,20002.520251316964
259,39825,39.0,4.6,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,31,20002.520251316964
260,2640,27.0,4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,20,20002.520251316964
261,31344,20.0,4.6,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.520251316964
262,5081,35.0,4.5,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.520251316815
263,13834,37.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.520251316815
264,26508,33.0,4.8,Fog,Low,1,Snack,motorcycle,1.0,No,Urban,16,20002.520251316815
265,30450,38.0,4.2,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,31,20002.520251316815
266,8439,27.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,12,20002.520251316815
267,24623,35.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.520251316815
268,35993,30.0,4.9,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,44,20002.520251316815
269,11103,37.0,4.4,Windy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,42,20002.520251316815
270,41394,,,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,49,20002.520251316815
271,43518,30.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,20002.520251316815
272,26057,30.0,4.6,Fog,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,49,20002.520251316815
273,10724,35.0,4.3,Sandstorms,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,33,20002.520251316815
274,20487,21.0,4.9,Sandstorms,Low,1,Snack,scooter,0.0,No,,12,20002.520251316815
275,35119,28.0,4.0,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,33,20002.5202513016
276,5154,22.0,4.1,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,36,20002.5202513016
277,34898,37.0,4.4,Cloudy,Low,2,Meal,scooter,2.0,No,Metropolitian,36,20002.5202513016
278,37688,38.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.5202513016
279,2899,30.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,19,20002.5202513016
280,16308,30.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Urban,20,20002.5202513016
281,8587,34.0,4.7,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,17,20002.5202513016
282,44936,,,,,3,Snack,motorcycle,,No,Metropolitian,42,20002.5202513016
283,35890,36.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.5202513016
284,42621,,,,,3,Snack,scooter,1.0,No,Metropolitian,18,20002.5202513016
285,31160,27.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,20002.520251297814
286,22228,35.0,4.6,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,43,20002.520251297814
287,33,,,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.520251297814
288,4519,28.0,5.0,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,20002.520251297814
289,38538,24.0,4.7,Cloudy,Low,2,Drinks,scooter,,No,Urban,15,20002.520251297814
290,37985,29.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.520251297814
291,3627,34.0,5.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,40,20002.520251297814
292,10368,37.0,4.5,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,17,20002.520251297814
293,1791,30.0,4.7,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.520251297814
294,20698,35.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.52025128374
295,18589,25.0,4.1,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,20002.52025128374
296,3813,24.0,4.2,Sunny,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,42,20002.52025128374
297,36896,20.0,4.9,Fog,Low,1,Drinks,scooter,1.0,No,Urban,14,20002.52025128374
298,27549,36.0,4.9,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,20002.52025128374
299,15787,33.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,16,20002.52025128374
300,41193,24.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Urban,11,20002.52025128374
301,3327,24.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,19,20002.52025128374
302,10303,26.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,20,20002.52025128374
303,14239,35.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,34,20002.52025128374
304,27895,23.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.52025128374
305,40304,36.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.52025128374
306,41948,23.0,5.0,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,11,20002.52025128374
307,13334,27.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,20002.520251244823
308,35987,30.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,,21,20002.520251244823
309,9070,33.0,4.4,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,37,20002.520251244823
310,33316,20.0,4.7,Cloudy,Low,1,Snack,scooter,0.0,No,Urban,10,20002.520251244823
311,37885,36.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,20002.520251244823
312,9126,38.0,5.0,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,27,20002.520251244823
313,6611,25.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,28,20002.520251244823
314,5187,29.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Urban,21,20002.520251244823
315,45274,33.0,4.4,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.520251244823
316,45160,34.0,4.2,Cloudy,Jam,1,Drinks,motorcycle,1.0,Yes,Urban,40,20002.520251244823
317,19669,33.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,,16,20002.520251240134
318,20532,39.0,4.7,Windy,High,2,Drinks,electric_scooter,0.0,No,Urban,28,20002.520251240134
319,27363,24.0,4.9,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,23,20002.520251240134
320,18777,38.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,53,20002.520251240134
321,42112,30.0,4.9,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,22,20002.520251240134
322,40175,39.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.520251240134
323,6089,22.0,4.1,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,33,20002.520251240134
324,38644,26.0,4.9,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.520251240134
325,4225,,,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,33,20002.520251240134
326,5506,24.0,4.8,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.520251240134
327,39489,38.0,4.5,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.520251240134
328,30227,,,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.520251240134
329,28165,38.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.520251240134
330,28763,30.0,4.8,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,23,20002.520251131635
331,2148,22.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,16,20002.520251131635
332,5953,32.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,47,20002.520251131635
333,18770,37.0,4.1,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,43,20002.520251131635
334,37614,21.0,4.9,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,11,20002.520251131635
335,17545,35.0,5.0,Sandstorms,High,0,Snack,motorcycle,2.0,No,Metropolitian,49,20002.520251131635
336,39107,38.0,4.2,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.520251131635
337,15950,20.0,4.0,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.520251131635
338,685,35.0,4.4,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Urban,32,20002.520251131635
339,28444,24.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.520251131635
340,44456,21.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,16,20002.520251131635
341,15047,24.0,4.7,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,17,20002.520251131635
342,6432,27.0,4.5,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,17,20002.52025075938
343,38981,24.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,20002.52025075938
344,28523,23.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.520250757818
345,31661,28.0,3.5,Sunny,Jam,0,Meal,motorcycle,2.0,No,,40,20002.520250757818
346,27635,30.0,4.7,Stormy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,26,20002.520250757818
347,30364,23.0,4.4,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,20002.520250757818
348,31100,25.0,4.6,Stormy,High,1,Meal,motorcycle,1.0,No,Urban,10,20002.52025074798
349,34638,,,,,3,Buffet,scooter,0.0,No,Metropolitian,17,20002.52025074798
350,5602,35.0,4.6,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,42,20002.52025074798
351,23648,32.0,4.8,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.52025074713
352,32654,28.0,4.6,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,27,20002.52025074713
353,29281,33.0,4.5,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.520250746507
354,24083,27.0,5.0,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,11,20002.520250746507
355,41419,34.0,5.0,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.520250746507
356,1613,33.0,4.9,Sunny,Jam,2,Snack,scooter,,No,Metropolitian,18,20002.520250746285
357,21013,29.0,4.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.52025074511
358,23469,27.0,4.6,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,21,20002.52025074511
359,26692,22.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,14,20002.52025074181
360,38308,24.0,4.5,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,43,20002.52025074181
361,43386,37.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,22,20002.520250739977
362,9451,31.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.520250739977
363,19470,27.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.52025073624
364,17319,23.0,4.0,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.52025073624
365,15120,35.0,4.7,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,15,20002.52025073509
366,31591,35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.52025073509
367,12931,30.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,26,20002.52025073509
368,8901,23.0,4.7,Sunny,Low,0,Snack,motorcycle,,No,Metropolitian,12,20002.520250734502
369,27168,33.0,4.8,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,20002.520250734502
370,35724,34.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,25,20002.52025073221
371,35912,39.0,4.8,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Urban,29,20002.52025073221
372,45146,26.0,4.8,Stormy,Low,1,Drinks,motorcycle,0.0,,Urban,12,20002.520250731694
373,10485,28.0,4.6,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,10,20002.520250731694
374,6812,23.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.520250731694
375,45048,37.0,4.5,Fog,Medium,1,Drinks,scooter,1.0,No,Urban,17,20002.520250731694
376,40884,37.0,4.8,Stormy,Medium,1,Buffet,motorcycle,1.0,No,,27,20002.520250731573
377,26460,34.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,30,20002.520250731573
378,7395,24.0,4.8,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.520250729507
379,34156,38.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,20002.520250729507
380,38911,36.0,4.7,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Urban,41,20002.520250729507
381,12626,22.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,31,20002.52025072816
382,22148,27.0,4.6,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.52025072816
383,23625,21.0,4.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.52025072816
384,29433,24.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,22,20002.520250720732
385,26757,20.0,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.520250720732
386,6799,35.0,4.5,Sunny,High,0,Buffet,motorcycle,0.0,No,,20,20002.520249383313
387,18429,31.0,4.2,Cloudy,Medium,2,Buffet,motorcycle,2.0,No,Urban,40,20002.520249383313
388,9931,31.0,4.3,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,20002.520249383313
389,45181,37.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.520249383313
390,32666,31.0,5.0,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.52024938057
391,30378,26.0,4.8,Fog,Medium,2,Meal,motorcycle,0.0,No,,11,20002.52024937982
392,22694,23.0,5.0,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.52024937982
393,8229,29.0,4.4,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.52024937982
394,11374,29.0,4.5,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,11,20002.52024937664
395,7329,25.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.52024937664
396,23988,22.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.52024937664
397,25391,29.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.52024937664
398,39612,35.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,24,20002.52024937658
399,20811,30.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,20002.52024937658
400,28558,39.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,39,20002.52024937658
401,16346,32.0,4.7,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.520249374986
402,31198,33.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.520249374986
403,35147,32.0,4.6,Stormy,Low,2,Buffet,electric_scooter,,No,Metropolitian,29,20002.520249374986
404,35911,22.0,4.6,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.520249373556
405,29803,36.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.520249372465
406,39394,35.0,4.7,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.520249372465
407,22695,28.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,18,20002.520249372465
408,24200,21.0,4.8,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.520249372465
409,23838,22.0,4.8,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Urban,19,20002.520249370904
410,25868,31.0,4.2,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,34,20002.520249370904
411,36468,27.0,4.6,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,11,20002.520249370904
412,1574,29.0,4.5,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,20002.520249370886
413,28907,20.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,14,20002.520249370886
414,43141,35.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.520249370886
415,27955,27.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.520249370304
416,11578,39.0,5.0,Fog,Medium,2,Drinks,scooter,0.0,No,Metropolitian,38,20002.520249370304
417,12043,21.0,4.5,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,21,20002.520249370024
418,21720,30.0,4.7,Sunny,Low,2,Meal,scooter,,No,Metropolitian,17,20002.520249370024
419,4475,29.0,4.5,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,20,20002.520249370024
420,33094,35.0,4.9,Sunny,Medium,1,Drinks,scooter,1.0,No,Urban,17,20002.520249370024
421,33799,25.0,4.6,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.52024936258
422,15613,33.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Urban,28,20002.52024936258
423,25616,29.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,20002.52024936258
424,34183,23.0,4.8,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.52024936258
425,15163,39.0,4.7,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.520246778717
426,24827,34.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,17,20002.520246778717
427,41745,29.0,4.6,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,18,20002.520246778717
428,8284,24.0,4.5,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.520246778717
429,25366,34.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,27,20002.520246778717
430,21773,31.0,4.1,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.520246778717
431,30133,23.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,43,20002.520246778717
432,24612,29.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.520246778717
433,14829,,,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,20002.520246778717
434,13367,33.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20002.520246778717
435,11246,33.0,4.7,Sunny,Medium,2,Snack,motorcycle,1.0,No,Urban,20,20002.520246778717
436,38163,,,,,3,Buffet,scooter,0.0,No,Metropolitian,21,20002.520246778717
437,8470,34.0,4.4,Cloudy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,35,20002.520246757063
438,30889,24.0,4.9,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,20002.520246757063
439,9183,20.0,4.8,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,16,20002.520246757063
440,496,33.0,4.7,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.520246757063
441,43311,34.0,4.6,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,26,20002.520246757063
442,505,32.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.520246757063
443,20588,34.0,5.0,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,20,20002.520246757063
444,41452,39.0,5.0,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,28,20002.520246757063
445,44798,23.0,4.5,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,22,20002.520246757063
446,35810,32.0,4.7,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,31,20002.520246757063
447,17641,29.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,44,20002.520246757063
448,6511,36.0,4.8,Sunny,Jam,1,Snack,motorcycle,1.0,No,,18,20002.520246727137
449,21751,36.0,4.0,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,37,20002.520246727137
450,21134,37.0,4.5,Windy,High,1,Drinks,motorcycle,0.0,No,Urban,28,20002.520246727137
451,13657,30.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,24,20002.520246727137
452,10651,,,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Urban,30,20002.520246727137
453,45073,28.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.520246727137
454,2499,30.0,4.4,Cloudy,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,41,20002.520246727137
455,43515,32.0,4.7,Stormy,Jam,1,Snack,motorcycle,1.0,No,,29,20002.520246727137
456,24057,30.0,4.5,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,30,20002.520246727137
457,23978,29.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.520246727137
458,16678,28.0,4.8,Fog,Low,1,Buffet,scooter,1.0,No,Urban,16,20002.520246727137
459,7933,,,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,17,20002.520246727137
460,7659,31.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,32,20002.520246727137
461,8610,26.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.520246727
462,20953,25.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.520246727
463,36164,33.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.520246727
464,24070,23.0,4.9,Sandstorms,High,1,Meal,motorcycle,0.0,No,Urban,18,20002.520246727
465,8395,34.0,4.1,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,20002.520246727
466,44046,38.0,5.0,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.520246727
467,18408,22.0,4.7,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,15,20002.520246727
468,7449,30.0,4.6,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,21,20002.520246727
469,43100,21.0,4.9,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,22,20002.520246727
470,27118,26.0,5.0,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,41,20002.520246727
471,13930,26.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.520246727
472,24718,25.0,4.5,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,13,20002.520246727
473,20440,34.0,4.7,Sandstorms,Low,0,Snack,motorcycle,,No,Metropolitian,28,20002.520246727
474,21272,39.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,15,20002.52024672258
475,7240,28.0,4.7,Cloudy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,39,20002.52024672258
476,23667,34.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.52024672258
477,21427,,,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,,43,20002.52024672258
478,8941,33.0,4.7,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,26,20002.52024672258
479,3314,28.0,4.8,Fog,High,2,Buffet,motorcycle,,No,Metropolitian,22,20002.52024672258
480,31169,26.0,4.6,Sandstorms,High,2,Buffet,motorcycle,0.0,No,Urban,16,20002.52024672258
481,40650,38.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,16,20002.52024672258
482,45038,36.0,4.8,Sunny,Low,1,Snack,scooter,,No,Urban,15,20002.52024672258
483,28572,32.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,20002.52024672258
484,1704,32.0,4.7,Sunny,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.52024672258
485,13659,28.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.52024672258
486,13629,36.0,5.0,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.520246720676
487,43783,20.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Urban,28,20002.520246720676
488,3554,28.0,4.5,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,16,20002.520246720676
489,1089,31.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,24,20002.520246720676
490,31650,37.0,4.4,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.520246720676
491,3342,24.0,4.7,Stormy,Medium,0,Drinks,motorcycle,,No,,11,20002.520246720676
492,2112,23.0,4.9,Fog,Low,1,Buffet,scooter,1.0,No,Urban,18,20002.520246720676
493,19205,33.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.520246720676
494,33451,20.0,5.0,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.520246720676
495,10164,22.0,4.9,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.520246720676
496,9233,38.0,4.8,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.520246707933
497,839,29.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,33,20002.520246707933
498,36165,21.0,4.5,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,18,20002.520246707933
499,10041,20.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,18,20002.520246707933
500,35091,35.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,28,20002.520246707933
501,24397,31.0,5.0,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,20,20002.520246707933
502,2101,29.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,20002.520246707933
